StopAbbr,Route_EOL_exist,Route_Num_exist,Route_Count_exist,Route_EOL_bnr,Route_Num_bnr,Route_Count_bnr,_merge,Unchanged_Num,Unchanged_EOL
105372,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105374,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105376,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105378,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105380,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105382,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105383,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105384,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105386,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105390,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105392,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105394,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105396,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105410,21_Kensington Stn,['21'],1,,,,left_only,False,False
105412,21_Kensington Stn,['21'],1,,,,left_only,False,False
105414,21_Kensington Stn,['21'],1,,,,left_only,False,False
105416,21_Kensington Stn,['21'],1,,,,left_only,False,False
105422,21_Kensington Stn,['21'],1,"21_Kensington Stn, 21_West Lake Stn","['21', '21']",2.0,both,False,False
105426,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
105428,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
105430,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
105432,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2.0,both,True,True
105448,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
105452,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
105455,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
105456,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
105462,107_Indian Creek Stn,['107'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2.0,both,False,False
105464,107_Georgia State Stn,['107'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2.0,both,False,False
105466,107_Indian Creek Stn,['107'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2.0,both,False,False
105468,107_Georgia State Stn,['107'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2.0,both,False,False
105470,107_Indian Creek Stn,['107'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2.0,both,False,False
105471,107_Indian Creek Stn,['107'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2.0,both,False,False
105472,107_Georgia State Stn,['107'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2.0,both,False,False
105474,"107_South Park Blvd, 32_Indian Creek Stn, 74_Rainbow Village","['107', '32', '74']",3,"21_Kensington Stn, 22_Indian Creek Stn, 32_Linecrest Rd, 74_South DeKalb Mall","['21', '22', '32', '74']",4.0,both,False,False
105476,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2.0,both,True,True
105478,107_Georgia State Stn,['107'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2.0,both,False,False
105512,107_Georgia State Stn,['107'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2.0,both,False,False
105517,24_Indian Creek Stn,['24'],1,34_South DeKalb Mall,['34'],1.0,both,False,False
105523,24_Indian Creek Stn,['24'],1,34_South DeKalb Mall,['34'],1.0,both,False,False
105570,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
105572,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
105574,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
105578,24_Indian Creek Stn,['24'],1,34_South DeKalb Mall,['34'],1.0,both,False,False
106002,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106004,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106006,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106008,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106012,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106014,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106016,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106018,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106020,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106022,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106024,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106026,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106028,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106030,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106032,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106036,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106038,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106040,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106042,24_Candler Park Stn,['24'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,False,False
106048,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106050,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106052,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106054,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106056,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106058,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106064,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106066,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106068,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106070,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106072,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106074,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106076,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106078,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106082,"15_Bouldercrest Rd, 823_Rupert Rd","['15', '823']",2,15_South Park Blvd,['15'],1.0,both,False,False
106084,15_Bouldercrest Rd,['15'],1,"15_Lindbergh Ctr Stn, 15_South Park Blvd","['15', '15']",2.0,both,False,False
106086,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106088,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106090,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106092,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106094,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106096,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106098,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106100,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106102,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106104,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106106,"15_Bouldercrest Rd, 9_Rainbow Village","['15', '9']",2,"15_Lindbergh Ctr Stn, 15_South Park Blvd","['15', '15']",2.0,both,False,False
106108,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106110,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106112,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106114,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106116,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106118,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106120,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106122,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106124,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106126,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106128,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106130,"15_Decatur Stn, 823_Decatur Stn","['15', '823']",2,15_Lindbergh Ctr Stn,['15'],1.0,both,False,False
106132,"15_Decatur Stn, 823_Decatur Stn","['15', '823']",2,15_Lindbergh Ctr Stn,['15'],1.0,both,False,False
106134,"15_Rainbow Village, 9_Bouldercrest Rd","['15', '9']",2,15_South Park Blvd,['15'],1.0,both,False,False
106136,"15_King Memorial Stn, 9_Decatur Stn","['15', '9']",2,15_Lindbergh Ctr Stn,['15'],1.0,both,False,False
106148,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106150,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
106154,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
106156,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
106158,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
106160,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
106162,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
106164,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
106166,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
106168,"21_Kensington Stn, 823_Rupert Rd","['21', '823']",2,21_Kensington Stn,['21'],1.0,both,False,False
106170,"21_Kensington Stn, 823_Rupert Rd","['21', '823']",2,21_Kensington Stn,['21'],1.0,both,False,False
106172,"21_Rupert Rd, 823_Kensington Stn","['21', '823']",2,21_Kensington Stn,['21'],1.0,both,False,False
106174,"21_Rupert Rd, 823_Kensington Stn","['21', '823']",2,21_Kensington Stn,['21'],1.0,both,False,False
106176,"21_Rupert Rd, 823_Kensington Stn","['21', '823']",2,21_Kensington Stn,['21'],1.0,both,False,False
106178,"107_Indian Creek Stn, 24_Indian Creek Stn","['107', '24']",2,22_Indian Creek Stn,['22'],1.0,both,False,False
106180,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106182,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106184,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106186,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106188,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106190,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106192,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106194,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106196,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106198,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106200,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106202,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106204,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106206,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106208,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106210,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106212,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106216,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106218,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106222,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106226,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1.0,both,False,False
106228,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106230,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106234,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106238,107_Georgia State Stn,['107'],1,"15_Lindbergh Ctr Stn, 22_Ashview Triangle","['15', '22']",2.0,both,False,False
106240,823_Rupert Rd,['823'],1,,,,left_only,False,False
106242,823_Rupert Rd,['823'],1,,,,left_only,False,False
106244,823_Rupert Rd,['823'],1,,,,left_only,False,False
106246,823_Rupert Rd,['823'],1,,,,left_only,False,False
106248,823_Rupert Rd,['823'],1,,,,left_only,False,False
106252,823_Rupert Rd,['823'],1,15_South Park Blvd,['15'],1.0,both,False,False
106268,823_Rupert Rd,['823'],1,,,,left_only,False,False
106270,823_Decatur Stn,['823'],1,,,,left_only,False,False
106272,823_Decatur Stn,['823'],1,,,,left_only,False,False
106274,823_Decatur Stn,['823'],1,,,,left_only,False,False
106278,823_Decatur Stn,['823'],1,,,,left_only,False,False
106280,823_Decatur Stn,['823'],1,,,,left_only,False,False
106282,823_Decatur Stn,['823'],1,,,,left_only,False,False
106284,823_Decatur Stn,['823'],1,,,,left_only,False,False
106286,823_Decatur Stn,['823'],1,,,,left_only,False,False
106292,34_GSU Perimeter Colg,['34'],1,34_South DeKalb Mall,['34'],1.0,both,True,False
106294,34_GSU Perimeter Colg,['34'],1,34_South DeKalb Mall,['34'],1.0,both,True,False
106296,"24_Indian Creek Stn, 34_GSU Perimeter Colg","['24', '34']",2,34_South DeKalb Mall,['34'],1.0,both,False,False
106298,24_Indian Creek Stn,['24'],1,34_South DeKalb Mall,['34'],1.0,both,False,False
106308,"24_Indian Creek Stn, 34_GSU Perimeter Colg","['24', '34']",2,34_South DeKalb Mall,['34'],1.0,both,False,False
106310,"24_GSU Perimeter Colg, 34_Indian Creek Stn","['24', '34']",2,34_South DeKalb Mall,['34'],1.0,both,False,False
106312,"24_Indian Creek Stn, 34_GSU Perimeter Colg","['24', '34']",2,34_South DeKalb Mall,['34'],1.0,both,False,False
106316,34_GSU Perimeter Colg,['34'],1,34_South DeKalb Mall,['34'],1.0,both,True,False
106324,9_King Memorial Stn,['9'],1,,,,left_only,False,False
106326,9_Rainbow Village,['9'],1,15_South Park Blvd,['15'],1.0,both,False,False
106330,9_King Memorial Stn,['9'],1,,,,left_only,False,False
106334,9_Rainbow Village,['9'],1,,,,left_only,False,False
106342,34_East Lake Stn,['34'],1,34_East Lake Stn,['34'],1.0,both,True,True
106346,34_East Lake Stn,['34'],1,34_East Lake Stn,['34'],1.0,both,True,True
106350,"24_Candler Park Stn, 34_East Lake Stn","['24', '34']",2,34_East Lake Stn,['34'],1.0,both,False,False
106352,"24_East Lake Stn, 34_Candler Park Stn","['24', '34']",2,34_East Lake Stn,['34'],1.0,both,False,False
106354,"24_Candler Park Stn, 34_East Lake Stn","['24', '34']",2,34_East Lake Stn,['34'],1.0,both,False,False
106362,34_East Lake Stn,['34'],1,,,,left_only,False,False
106366,"24_East Lake Stn, 34_Candler Park Stn","['24', '34']",2,34_East Lake Stn,['34'],1.0,both,False,False
106370,34_East Lake Stn,['34'],1,34_East Lake Stn,['34'],1.0,both,True,True
106380,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
106390,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106392,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106394,15_Bouldercrest Rd,['15'],1,15_South Park Blvd,['15'],1.0,both,True,False
106396,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106398,15_Decatur Stn,['15'],1,15_Lindbergh Ctr Stn,['15'],1.0,both,True,False
106400,15_Bouldercrest Rd,['15'],1,,,,left_only,False,False
106402,34_East Lake Stn,['34'],1,34_East Lake Stn,['34'],1.0,both,True,True
106404,34_GSU Perimeter Colg,['34'],1,34_South DeKalb Mall,['34'],1.0,both,True,False
106406,34_GSU Perimeter Colg,['34'],1,34_South DeKalb Mall,['34'],1.0,both,True,False
106412,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
106414,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
106416,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
106420,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
106422,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
106424,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
106426,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
106428,"21_Indian Creek Stn, 24_Five Points Stn","['21', '24']",2,"21_West Lake Stn, 34_South DeKalb Mall","['21', '34']",2.0,both,False,False
106430,"21_Candler Park Stn, 24_Kensington Stn","['21', '24']",2,"21_Kensington Stn, 34_East Lake Stn","['21', '34']",2.0,both,False,False
106432,21_Five Points Stn,['21'],1,21_West Lake Stn,['21'],1.0,both,True,False
106433,"21_Decatur Stn, 823_Five Points Stn","['21', '823']",2,21_West Lake Stn,['21'],1.0,both,False,False
106434,"21_Five Points Stn, 823_Decatur Stn","['21', '823']",2,21_West Lake Stn,['21'],1.0,both,False,False
106438,"21_Decatur Stn, 823_Five Points Stn","['21', '823']",2,21_West Lake Stn,['21'],1.0,both,False,False
106440,"21_Decatur Stn, 823_Five Points Stn","['21', '823']",2,,,,left_only,False,False
106444,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1.0,both,False,False
106446,24_Candler Park Stn,['24'],1,,,,left_only,False,False
106452,823_Rupert Rd,['823'],1,,,,left_only,False,False
106464,34_GSU Perimeter Colg,['34'],1,34_South DeKalb Mall,['34'],1.0,both,True,False
106466,9_Rainbow Village,['9'],1,,,,left_only,False,False
106468,9_King Memorial Stn,['9'],1,,,,left_only,False,False
106474,"24_Indian Creek Stn, 34_GSU Perimeter Colg","['24', '34']",2,34_South DeKalb Mall,['34'],1.0,both,False,False
106476,"24_Candler Park Stn, 34_East Lake Stn","['24', '34']",2,34_East Lake Stn,['34'],1.0,both,False,False
106478,"107_Indian Creek Stn, 24_Indian Creek Stn","['107', '24']",2,"22_Indian Creek Stn, 34_South DeKalb Mall","['22', '34']",2.0,both,False,False
107012,24_Candler Park Stn,['24'],1,,,,left_only,False,False
107014,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
107016,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
107018,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
107022,24_Candler Park Stn,['24'],1,,,,left_only,False,False
107026,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
107028,24_Indian Creek Stn,['24'],1,,,,left_only,False,False
107044,24_Candler Park Stn,['24'],1,,,,left_only,False,False
107046,24_Candler Park Stn,['24'],1,,,,left_only,False,False
107048,24_Candler Park Stn,['24'],1,,,,left_only,False,False
107050,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
107052,21_Kensington Stn,['21'],1,21_Kensington Stn,['21'],1.0,both,True,True
107054,86_Mall at Stonecrest,['86'],1,109_South DeKalb Mall,['109'],1.0,both,False,False
107056,86_Kensington Stn,['86'],1,109_Kensington Stn,['109'],1.0,both,False,False
107058,86_Kensington Stn,['86'],1,109_Kensington Stn,['109'],1.0,both,False,False
107060,86_Kensington Stn,['86'],1,109_Kensington Stn,['109'],1.0,both,False,False
107062,86_Mall at Stonecrest,['86'],1,109_South DeKalb Mall,['109'],1.0,both,False,False
107064,86_Mall at Stonecrest,['86'],1,109_South DeKalb Mall,['109'],1.0,both,False,False
107066,86_Kensington Stn,['86'],1,109_Kensington Stn,['109'],1.0,both,False,False
107068,86_Mall at Stonecrest,['86'],1,109_South DeKalb Mall,['109'],1.0,both,False,False
107070,86_Kensington Stn,['86'],1,109_Kensington Stn,['109'],1.0,both,False,False
107072,86_Mall at Stonecrest,['86'],1,,,,left_only,False,False
107074,86_Kensington Stn,['86'],1,109_Kensington Stn,['109'],1.0,both,False,False
107076,86_Mall at Stonecrest,['86'],1,109_South DeKalb Mall,['109'],1.0,both,False,False
107078,86_Mall at Stonecrest,['86'],1,109_South DeKalb Mall,['109'],1.0,both,False,False
107080,86_Kensington Stn,['86'],1,109_Kensington Stn,['109'],1.0,both,False,False
107082,86_Kensington Stn,['86'],1,"109_Kensington Stn, 109_South DeKalb Mall","['109', '109']",2.0,both,False,False
