StopAbbr,Lines
175012,"180L Roosevelt / Palmetto (Outbound), 180 Roosevelt (Outbound)"
175010,"180L Roosevelt / Palmetto (Outbound), 180 Roosevelt (Outbound)"
175008,"180L Roosevelt / Palmetto (Outbound), 180 Roosevelt (Outbound)"
175006,"180L Roosevelt / Palmetto (Outbound), 180 Roosevelt (Outbound)"
175002,"180L Roosevelt / Palmetto (Outbound), 180 Roosevelt (Outbound)"
171010,"34 Gresham (Inbound), 74 Moreland / Flat Shoals (Outbound)"
169056,32 Bouldercrest (Outbound)
169048,32 Bouldercrest (Outbound)
169046,32 Bouldercrest (Inbound)
169041,32 Bouldercrest (Inbound&Outbound)
169026,32 Bouldercrest (Outbound)
169002,32 Bouldercrest (Inbound)
167034,55 Jonesboro (Inbound)
167016,55 Jonesboro (Inbound)
167012,55 Jonesboro (Inbound)
167010,55 Jonesboro (Inbound)
167008,55 Jonesboro (Inbound)
167006,55 Jonesboro (Inbound)
167004,55 Jonesboro (Inbound)
167002,55 Jonesboro (Inbound)
166901,"180L Roosevelt / Palmetto (Inbound&Outbound), 180 Roosevelt (Inbound&Outbound), 182 Fulton Hwy / Union City (Inbound&Outbound), 184 Buffington (Inbound&Outbound), 96 Virginia / Lakewood (Inbound&Outbound)"
166900,"165 Fairburn (Inbound&Outbound), 187 Airport Loop (Inbound&Outbound), 195 Forest Parkway (Inbound&Outbound), 196 Upper Riverdale (Inbound&Outbound), 89a Old National Highway / Flat Shoals (Inbound&Outbound), 89b Old National Highway / Riverdale (Inbound&Outbound)"
166210,"180L Roosevelt / Palmetto (Inbound), 180 Roosevelt (Inbound), 195 Forest Parkway (Outbound), 89a Old National Highway / Flat Shoals (Inbound), 89b Old National Highway / Riverdale (Inbound)"
166208,"180L Roosevelt / Palmetto (Inbound), 180 Roosevelt (Inbound), 195 Forest Parkway (Outbound), 89a Old National Highway / Flat Shoals (Inbound), 89b Old National Highway / Riverdale (Inbound)"
166207,"180L Roosevelt / Palmetto (Outbound), 180 Roosevelt (Outbound), 195 Forest Parkway (Inbound), 89a Old National Highway / Flat Shoals (Outbound), 89b Old National Highway / Riverdale (Outbound)"
166206,"165 Fairburn (Outbound), 180L Roosevelt / Palmetto (Inbound), 180 Roosevelt (Inbound), 195 Forest Parkway (Outbound), 89a Old National Highway / Flat Shoals (Inbound), 89b Old National Highway / Riverdale (Inbound)"
166205,"165 Fairburn (Inbound), 180L Roosevelt / Palmetto (Outbound), 180 Roosevelt (Outbound), 195 Forest Parkway (Inbound), 89a Old National Highway / Flat Shoals (Outbound), 89b Old National Highway / Riverdale (Outbound)"
166198,187 Airport Loop (Inbound)
166196,193 Morrow / Jonesboro (Inbound)
166194,193 Morrow / Jonesboro (Inbound)
166192,193 Morrow / Jonesboro (Outbound)
166190,193 Morrow / Jonesboro (Outbound)
166166,96 Virginia / Lakewood (Inbound)
166162,96 Virginia / Lakewood (Inbound)
166160,96 Virginia / Lakewood (Inbound)
166158,96 Virginia / Lakewood (Inbound)
166156,96 Virginia / Lakewood (Inbound)
166154,96 Virginia / Lakewood (Inbound)
166152,96 Virginia / Lakewood (Inbound)
166148,"84a Washington CW loop (Inbound), 84b Washington CCW loop (Inbound)"
166144,"84a Washington CW loop (Outbound), 84b Washington CCW loop (Outbound)"
166112,96 Virginia / Lakewood (Outbound)
166110,96 Virginia / Lakewood (Inbound)
166108,96 Virginia / Lakewood (Outbound)
166106,96 Virginia / Lakewood (Inbound)
166104,96 Virginia / Lakewood (Outbound)
166102,96 Virginia / Lakewood (Inbound)
166100,96 Virginia / Lakewood (Outbound)
166098,96 Virginia / Lakewood (Inbound)
166096,96 Virginia / Lakewood (Outbound)
166094,96 Virginia / Lakewood (Inbound)
166092,96 Virginia / Lakewood (Inbound)
166090,96 Virginia / Lakewood (Outbound)
166088,96 Virginia / Lakewood (Outbound)
166086,96 Virginia / Lakewood (Inbound)
166068,96 Virginia / Lakewood (Inbound)
166067,96 Virginia / Lakewood (Outbound)
166066,96 Virginia / Lakewood (Outbound)
166064,96 Virginia / Lakewood (Outbound)
166062,96 Virginia / Lakewood (Outbound)
166060,96 Virginia / Lakewood (Outbound)
166058,96 Virginia / Lakewood (Outbound)
166042,"184 Buffington (Inbound), 96 Virginia / Lakewood (Outbound)"
165130,"165 Fairburn (Inbound), 84b Washington CCW loop (Outbound)"
165117,"84a Washington CW loop (Outbound), 84b Washington CCW loop (Outbound)"
165081,"165 Fairburn (Outbound), 84a Washington CW loop (Inbound)"
165079,"165 Fairburn (Outbound), 84a Washington CW loop (Inbound)"
165078,"165 Fairburn (Inbound), 84b Washington CCW loop (Outbound)"
165076,"165 Fairburn (Outbound), 84a Washington CW loop (Inbound)"
165075,"165 Fairburn (Outbound), 84a Washington CW loop (Inbound)"
165061,"165 Fairburn (Inbound), 84b Washington CCW loop (Outbound)"
165057,"165 Fairburn (Inbound), 84b Washington CCW loop (Outbound)"
165056,"165 Fairburn (Outbound), 84a Washington CW loop (Inbound), 84b Washington CCW loop (Inbound)"
165055,"165 Fairburn (Inbound), 84b Washington CCW loop (Outbound)"
165050,84b Washington CCW loop (Inbound)
165048,84b Washington CCW loop (Inbound)
165046,84a Washington CW loop (Outbound)
165044,"84a Washington CW loop (Outbound), 84b Washington CCW loop (Inbound)"
165038,"165 Fairburn (Inbound), 84a Washington CW loop (Outbound), 84b Washington CCW loop (Outbound)"
164038,165 Fairburn (Outbound)
164034,165 Fairburn (Outbound)
164032,165 Fairburn (Outbound)
164030,165 Fairburn (Inbound)
164024,165 Fairburn (Inbound)
164016,165 Fairburn (Outbound)
164014,165 Fairburn (Outbound)
164010,165 Fairburn (Inbound)
164008,165 Fairburn (Inbound)
164002,84b Washington CCW loop (Outbound)
159410,55 Jonesboro (Inbound)
159392,78 Cleveland (Outbound)
159390,178 Ruby Harper (Inbound)
159382,178 Ruby Harper (Inbound)
159344,178 Ruby Harper (Inbound&Outbound)
159342,178 Ruby Harper (Inbound)
159340,178 Ruby Harper (Inbound)
159336,178 Ruby Harper (Inbound)
159334,178 Ruby Harper (Inbound)
159314,78 Cleveland (Inbound)
159309,78 Cleveland (Inbound)
159308,78 Cleveland (Inbound)
159302,78 Cleveland (Outbound)
159296,78 Cleveland (Inbound&Outbound)
159282,78 Cleveland (Inbound)
159276,55 Jonesboro (Inbound)
159274,55 Jonesboro (Inbound)
159272,55 Jonesboro (Inbound)
159254,55 Jonesboro (Inbound)
159252,55 Jonesboro (Inbound)
159250,55 Jonesboro (Inbound)
159246,55 Jonesboro (Inbound)
159160,193 Morrow / Jonesboro (Outbound)
159128,78 Cleveland (Outbound)
159126,78 Cleveland (Outbound)
159124,78 Cleveland (Outbound)
159123,78 Cleveland (Outbound)
159084,55 Jonesboro (Outbound)
159050,178 Ruby Harper (Inbound)
159048,178 Ruby Harper (Inbound)
159046,178 Ruby Harper (Inbound)
159044,178 Ruby Harper (Inbound)
159042,178 Ruby Harper (Inbound)
158424,79 Sylvan Hills (Inbound)
158420,79 Sylvan Hills (Inbound)
158414,96 Virginia / Lakewood (Inbound)
158412,96 Virginia / Lakewood (Inbound)
158408,96 Virginia / Lakewood (Inbound)
158406,96 Virginia / Lakewood (Outbound)
158404,78 Cleveland (Outbound)
158392,79 Sylvan Hills (Outbound)
158390,96 Virginia / Lakewood (Outbound)
158378,78 Cleveland (Inbound)
158374,78 Cleveland (Outbound)
158372,78 Cleveland (Inbound)
158366,78 Cleveland (Outbound)
158364,78 Cleveland (Inbound)
158356,96 Virginia / Lakewood (Outbound)
158354,96 Virginia / Lakewood (Outbound)
158352,96 Virginia / Lakewood (Outbound)
158350,96 Virginia / Lakewood (Outbound)
158324,96 Virginia / Lakewood (Inbound)
158323,"178 Ruby Harper (Outbound), 78 Cleveland (Outbound), 95 Metropolitan Pkwy (Outbound)"
158322,"178 Ruby Harper (Outbound), 78 Cleveland (Outbound)"
158320,"178 Ruby Harper (Outbound), 78 Cleveland (Outbound)"
158318,"178 Ruby Harper (Outbound), 78 Cleveland (Outbound)"
158316,"178 Ruby Harper (Outbound), 78 Cleveland (Outbound)"
158314,"178 Ruby Harper (Inbound), 78 Cleveland (Inbound)"
158312,"178 Ruby Harper (Inbound), 78 Cleveland (Inbound)"
158310,"178 Ruby Harper (Inbound), 78 Cleveland (Inbound), 95 Metropolitan Pkwy (Inbound)"
158309,"78 Cleveland (Outbound), 79 Sylvan Hills (Outbound)"
158308,"78 Cleveland (Inbound), 95 Metropolitan Pkwy (Inbound)"
158306,"78 Cleveland (Outbound), 95 Metropolitan Pkwy (Outbound)"
158303,96 Virginia / Lakewood (Inbound)
158288,78 Cleveland (Outbound)
158286,78 Cleveland (Outbound)
158284,193 Morrow / Jonesboro (Inbound)
158282,193 Morrow / Jonesboro (Inbound)
158272,193 Morrow / Jonesboro (Inbound)
158268,193 Morrow / Jonesboro (Inbound)
158260,193 Morrow / Jonesboro (Inbound)
158258,193 Morrow / Jonesboro (Inbound)
158248,79 Sylvan Hills (Inbound)
158246,79 Sylvan Hills (Inbound)
158244,79 Sylvan Hills (Inbound)
158238,193 Morrow / Jonesboro (Outbound)
158234,193 Morrow / Jonesboro (Outbound)
158226,193 Morrow / Jonesboro (Outbound)
158222,193 Morrow / Jonesboro (Outbound)
158216,193 Morrow / Jonesboro (Outbound)
158214,193 Morrow / Jonesboro (Outbound)
158212,193 Morrow / Jonesboro (Outbound)
158210,96 Virginia / Lakewood (Inbound)
158208,96 Virginia / Lakewood (Inbound)
158206,96 Virginia / Lakewood (Inbound)
158202,96 Virginia / Lakewood (Inbound)
158200,96 Virginia / Lakewood (Inbound)
158198,96 Virginia / Lakewood (Inbound)
158196,96 Virginia / Lakewood (Inbound)
158194,96 Virginia / Lakewood (Inbound)
158192,96 Virginia / Lakewood (Inbound)
158190,96 Virginia / Lakewood (Inbound)
158188,96 Virginia / Lakewood (Inbound)
158186,96 Virginia / Lakewood (Inbound)
158184,"95 Metropolitan Pkwy (Outbound), 96 Virginia / Lakewood (Inbound)"
158182,"95 Metropolitan Pkwy (Outbound), 96 Virginia / Lakewood (Inbound)"
158180,"79 Sylvan Hills (Inbound), 95 Metropolitan Pkwy (Outbound)"
158178,"78 Cleveland (Inbound), 79 Sylvan Hills (Inbound), 95 Metropolitan Pkwy (Inbound)"
158166,79 Sylvan Hills (Inbound)
158164,79 Sylvan Hills (Inbound)
158162,79 Sylvan Hills (Inbound)
158160,79 Sylvan Hills (Inbound)
158158,79 Sylvan Hills (Inbound)
158156,79 Sylvan Hills (Inbound)
158144,96 Virginia / Lakewood (Inbound)
158142,96 Virginia / Lakewood (Outbound)
158140,96 Virginia / Lakewood (Inbound)
158138,96 Virginia / Lakewood (Outbound)
158136,96 Virginia / Lakewood (Inbound)
158128,192 Old Dixie / Tara Boulevard (Outbound)
158126,192 Old Dixie / Tara Boulevard (Inbound)
158124,192 Old Dixie / Tara Boulevard (Inbound)
158122,192 Old Dixie / Tara Boulevard (Outbound)
158118,79 Sylvan Hills (Outbound)
158116,79 Sylvan Hills (Outbound)
158114,79 Sylvan Hills (Outbound)
158112,79 Sylvan Hills (Outbound)
158110,79 Sylvan Hills (Outbound)
158106,79 Sylvan Hills (Outbound)
158102,95 Metropolitan Pkwy (Inbound)
158084,78 Cleveland (Inbound)
158046,78 Cleveland (Inbound)
158008,193 Morrow / Jonesboro (Inbound)
158006,193 Morrow / Jonesboro (Outbound)
158004,78 Cleveland (Outbound)
154032,32 Bouldercrest (Outbound)
154030,109 Peachcrest / Columbia (Outbound)
154028,109 Peachcrest / Columbia (Outbound)
154024,32 Bouldercrest (Inbound)
154022,32 Bouldercrest (Inbound)
154020,109 Peachcrest / Columbia (Inbound)
154018,109 Peachcrest / Columbia (Inbound)
154014,109 Peachcrest / Columbia (Outbound)
154010,32 Bouldercrest (Inbound)
154006,32 Bouldercrest (Outbound)
154004,32 Bouldercrest (Outbound)
154003,32 Bouldercrest (Inbound)
154002,32 Bouldercrest (Inbound)
153134,15L Clifton / Panthersville (Outbound)
153132,15L Clifton / Panthersville (Inbound)
153130,109 Peachcrest / Columbia (Outbound)
153128,32 Bouldercrest (Outbound)
153122,32 Bouldercrest (Outbound)
153118,32 Bouldercrest (Outbound)
153116,32 Bouldercrest (Inbound)
153112,32 Bouldercrest (Inbound)
153108,109 Peachcrest / Columbia (Inbound)
153100,32 Bouldercrest (Inbound)
153098,32 Bouldercrest (Outbound)
153096,109 Peachcrest / Columbia (Inbound)
153094,109 Peachcrest / Columbia (Inbound)
153090,15 Clifton / Candler (Outbound)
153058,"109 Peachcrest / Columbia (Inbound), 15 Clifton / Candler (Outbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
153056,"109 Peachcrest / Columbia (Inbound), 15 Clifton / Candler (Outbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
153054,"109 Peachcrest / Columbia (Outbound), 15 Clifton / Candler (Inbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
153048,32 Bouldercrest (Outbound)
153046,32 Bouldercrest (Inbound)
153044,32 Bouldercrest (Inbound)
153042,32 Bouldercrest (Inbound)
153040,32 Bouldercrest (Outbound)
153038,32 Bouldercrest (Outbound)
153037,15L Clifton / Panthersville (Inbound)
153036,15L Clifton / Panthersville (Inbound)
153035,15L Clifton / Panthersville (Outbound)
153033,15L Clifton / Panthersville (Outbound)
153032,15L Clifton / Panthersville (Outbound)
153031,15L Clifton / Panthersville (Inbound)
153030,15L Clifton / Panthersville (Outbound)
153027,49L Hank Aaron / McDonough / Constitution (Outbound)
153026,49L Hank Aaron / McDonough / Constitution (Inbound)
153024,49L Hank Aaron / McDonough / Constitution (Outbound)
153023,49L Hank Aaron / McDonough / Constitution (Outbound)
153022,"109 Peachcrest / Columbia (Inbound), 15 Clifton / Candler (Outbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
153021,49L Hank Aaron / McDonough / Constitution (Outbound)
153020,"109 Peachcrest / Columbia (Outbound), 15 Clifton / Candler (Inbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
153019,49L Hank Aaron / McDonough / Constitution (Outbound)
153018,49L Hank Aaron / McDonough / Constitution (Inbound)
153017,49L Hank Aaron / McDonough / Constitution (Inbound)
153016,"109 Peachcrest / Columbia (Outbound), 15 Clifton / Candler (Inbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
153015,49L Hank Aaron / McDonough / Constitution (Inbound)
153014,109 Peachcrest / Columbia (Outbound)
153013,49L Hank Aaron / McDonough / Constitution (Inbound)
153012,109 Peachcrest / Columbia (Outbound)
153011,49L Hank Aaron / McDonough / Constitution (Inbound)
153010,109 Peachcrest / Columbia (Outbound)
153009,49L Hank Aaron / McDonough / Constitution (Inbound)
153007,49L Hank Aaron / McDonough / Constitution (Inbound)
152056,32 Bouldercrest (Inbound)
152028,32 Bouldercrest (Inbound)
152024,32 Bouldercrest (Outbound)
152022,"32 Bouldercrest (Outbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
152020,"32 Bouldercrest (Inbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
152018,"32 Bouldercrest (Outbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
152016,32 Bouldercrest (Outbound)
152014,32 Bouldercrest (Outbound)
152012,"32 Bouldercrest (Inbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
152010,32 Bouldercrest (Outbound)
152008,32 Bouldercrest (Inbound)
152006,32 Bouldercrest (Outbound)
152004,32 Bouldercrest (Inbound)
151156,4 Moreland (Inbound)
151142,"49L Hank Aaron / McDonough / Constitution (Inbound), 4 Moreland (Outbound)"
151130,4 Moreland (Outbound)
151088,"49L Hank Aaron / McDonough / Constitution (Outbound), 4 Moreland (Inbound)"
151060,49L Hank Aaron / McDonough / Constitution (Inbound&Outbound)
151059,4 Moreland (Inbound)
151058,4 Moreland (Outbound)
151056,4 Moreland (Outbound)
151054,4 Moreland (Outbound)
151040,4 Moreland (Outbound)
150179,78 Cleveland (Inbound)
150160,78 Cleveland (Inbound)
150154,55 Jonesboro (Outbound)
150069,"55 Jonesboro (Inbound), 78 Cleveland (Inbound)"
150050,78 Cleveland (Inbound)
150048,78 Cleveland (Inbound)
150034,55 Jonesboro (Outbound)
150032,55 Jonesboro (Outbound)
150030,55 Jonesboro (Outbound)
150028,55 Jonesboro (Outbound)
150026,78 Cleveland (Inbound)
150024,78 Cleveland (Inbound)
150022,78 Cleveland (Inbound)
150010,"4 Moreland (Inbound&Outbound), 55 Jonesboro (Inbound)"
149045,42 Pryor (Outbound)
149042,78 Cleveland (Outbound)
149030,78 Cleveland (Outbound)
148096,79 Sylvan Hills (Outbound)
148094,79 Sylvan Hills (Outbound)
148088,"95 Metropolitan Pkwy (Inbound), 96 Virginia / Lakewood (Outbound)"
148082,95 Metropolitan Pkwy (Outbound)
148078,96 Virginia / Lakewood (Inbound)
148074,"95 Metropolitan Pkwy (Outbound), 96 Virginia / Lakewood (Inbound)"
148072,"95 Metropolitan Pkwy (Outbound), 96 Virginia / Lakewood (Inbound)"
148070,"95 Metropolitan Pkwy (Outbound), 96 Virginia / Lakewood (Inbound)"
148068,"95 Metropolitan Pkwy (Outbound), 96 Virginia / Lakewood (Inbound)"
148066,"95 Metropolitan Pkwy (Inbound), 96 Virginia / Lakewood (Outbound)"
148064,"95 Metropolitan Pkwy (Inbound), 96 Virginia / Lakewood (Outbound)"
148062,"95 Metropolitan Pkwy (Inbound), 96 Virginia / Lakewood (Outbound)"
148060,"95 Metropolitan Pkwy (Inbound), 96 Virginia / Lakewood (Outbound)"
148054,79 Sylvan Hills (Inbound)
148050,96 Virginia / Lakewood (Outbound)
148048,96 Virginia / Lakewood (Outbound)
148046,96 Virginia / Lakewood (Outbound)
148044,79 Sylvan Hills (Inbound)
148042,79 Sylvan Hills (Inbound)
148038,79 Sylvan Hills (Inbound&Outbound)
148028,79 Sylvan Hills (Inbound)
148026,79 Sylvan Hills (Outbound)
148024,79 Sylvan Hills (Inbound)
148022,79 Sylvan Hills (Inbound)
148020,79 Sylvan Hills (Inbound)
148016,"78 Cleveland (Inbound), 79 Sylvan Hills (Inbound), 95 Metropolitan Pkwy (Inbound)"
148014,79 Sylvan Hills (Outbound)
148010,79 Sylvan Hills (Outbound)
148006,79 Sylvan Hills (Outbound)
148002,79 Sylvan Hills (Outbound)
147078,79 Sylvan Hills (Outbound)
147076,79 Sylvan Hills (Inbound)
147074,79 Sylvan Hills (Outbound)
147072,79 Sylvan Hills (Inbound)
147050,95 Metropolitan Pkwy (Outbound)
147037,79 Sylvan Hills (Outbound)
146900,"192 Old Dixie / Tara Boulevard (Inbound), 193 Morrow / Jonesboro (Inbound&Outbound), 78 Cleveland (Inbound&Outbound), 80 Campbellton / Fulton Industrial (Inbound&Outbound), 81 Venetian Hills / Connally (Inbound&Outbound), 84a Washington CW loop (Inbound&Outbound), 84b Washington CCW loop (Inbound&Outbound)"
146520,"80 Campbellton / Fulton Industrial (Inbound), 81 Venetian Hills / Connally (Inbound)"
146516,"84a Washington CW loop (Inbound), 84b Washington CCW loop (Inbound)"
146514,80 Campbellton / Fulton Industrial (Outbound)
146410,80 Campbellton / Fulton Industrial (Outbound)
146408,80 Campbellton / Fulton Industrial (Outbound)
146404,80 Campbellton / Fulton Industrial (Inbound)
146400,"84a Washington CW loop (Inbound), 84b Washington CCW loop (Inbound)"
146378,80 Campbellton / Fulton Industrial (Inbound)
146366,80 Campbellton / Fulton Industrial (Outbound)
146362,80 Campbellton / Fulton Industrial (Outbound)
146352,80 Campbellton / Fulton Industrial (Inbound)
146350,80 Campbellton / Fulton Industrial (Outbound)
146334,80 Campbellton / Fulton Industrial (Inbound)
146332,"192 Old Dixie / Tara Boulevard (Outbound), 78 Cleveland (Inbound)"
146330,"192 Old Dixie / Tara Boulevard (Inbound), 78 Cleveland (Outbound)"
146322,78 Cleveland (Outbound)
146320,193 Morrow / Jonesboro (Inbound)
146318,193 Morrow / Jonesboro (Inbound)
146316,193 Morrow / Jonesboro (Outbound)
146314,193 Morrow / Jonesboro (Outbound)
146308,"80 Campbellton / Fulton Industrial (Inbound), 81 Venetian Hills / Connally (Inbound)"
146300,193 Morrow / Jonesboro (Outbound)
146296,193 Morrow / Jonesboro (Outbound)
146266,80 Campbellton / Fulton Industrial (Inbound)
146248,80 Campbellton / Fulton Industrial (Outbound)
146246,"80 Campbellton / Fulton Industrial (Outbound), 81 Venetian Hills / Connally (Outbound)"
